CustomerID,Recency,Frequency,Monetary,Cluster
12667.0,59,1,620.13,0
12669.0,151,3,2744.03,1
12670.0,11,5,2996.05,1
12673.0,6,2,610.52,0
12674.0,39,4,1970.6,1
12676.0,25,6,1331.39,1
12679.0,59,4,1113.02,0
12680.0,1,4,880.81,0
12684.0,8,7,2283.63,1
12685.0,29,6,2863.08,1
12689.0,26,2,1247.61,0
12690.0,206,1,389.01,2
12691.0,29,6,1035.8,1
12693.0,128,4,855.91,0
12694.0,71,2,869.67,0
12695.0,8,4,582.1,0
12697.0,29,3,957.59,0
12701.0,80,2,797.71,0
12702.0,20,1,219.0,0
12703.0,72,1,283.55,0
12704.0,8,8,2340.84,1
12707.0,292,1,603.42,2
12708.0,30,10,2712.91,1
12710.0,97,3,1149.02,0
12713.0,1,1,848.55,0
12715.0,107,1,353.86,0
12716.0,4,2,1053.49,0
12717.0,152,2,1030.98,2
12718.0,72,1,238.25,0
12719.0,6,2,644.95,0
12721.0,32,6,2656.13,1
12722.0,86,4,997.63,0
12723.0,4,5,725.07,0
12724.0,6,4,1031.41,0
12726.0,29,7,2609.1,1
12728.0,72,4,836.33,0
12729.0,114,1,453.01,0
12732.0,180,1,236.26,2
12733.0,235,1,383.95,2
12735.0,316,2,779.5699999999999,2
12739.0,79,2,1013.04,0
12740.0,64,1,427.6,0
12743.0,135,2,546.43,0
12750.0,129,1,275.88,0
12754.0,236,3,3010.74,1
12756.0,87,1,112.07999999999998,0
12758.0,117,2,2791.59,1
12759.0,53,3,1531.44,1
12762.0,8,2,1898.52,1
12763.0,139,2,494.08,0
12764.0,317,1,1693.88,2
12769.0,239,1,1143.6,2
12770.0,211,1,1351.45,2
12772.0,60,1,892.47,0
12775.0,18,5,1386.04,1
12778.0,20,6,822.23,1
12781.0,64,2,826.74,0
12782.0,5,5,2330.92,1
12783.0,3,6,2225.91,1
12784.0,10,2,574.42,0
12787.0,10,3,463.66,0
12789.0,66,1,91.85,0
12790.0,193,1,324.92,2
12792.0,257,1,400.54,2
12794.0,54,2,860.41,0
12795.0,19,1,430.48,0
12802.0,187,1,427.58,2
12808.0,37,3,483.65,0
12809.0,178,1,489.31,2
12811.0,261,3,514.85,2
12812.0,45,1,229.64,0
12814.0,102,1,125.92,0
12815.0,148,2,1063.46,0
12816.0,96,2,572.2,0
12817.0,282,1,166.04,2
12818.0,262,1,1542.08,2
12820.0,4,4,942.34,0
12821.0,215,1,92.72,2
12822.0,71,2,948.88,0
12823.0,75,5,1759.5,1
12824.0,60,1,397.12,0
12826.0,3,7,1474.72,1
12827.0,6,3,430.15,0
12828.0,3,6,1018.71,1
12831.0,263,1,215.05,2
12832.0,33,2,383.03,0
12833.0,146,1,417.38,2
12834.0,283,1,312.38,2
12836.0,60,4,2612.86,1
12837.0,174,1,134.1,2
12838.0,34,2,683.13,0
12840.0,144,4,2726.77,1
12842.0,71,2,1118.99,0
12843.0,66,8,1702.26,1
12844.0,30,2,325.96000000000004,0
12845.0,268,4,354.09,2
12847.0,23,1,871.54,0
12849.0,32,2,1050.89,0
12851.0,97,1,135.18,0
12852.0,295,1,311.55,2
12853.0,135,6,1957.1,1
12854.0,79,3,1324.5,0
12856.0,8,6,2179.93,1
12857.0,211,2,1106.4,2
12863.0,53,1,521.2,0
12864.0,139,1,147.12,2
12865.0,27,2,1568.23,0
12866.0,284,1,559.12,2
12868.0,186,6,1607.0600000000002,1
12871.0,85,2,380.64,0
12872.0,327,2,599.97,2
12873.0,283,1,374.0,2
12875.0,144,2,343.2300000000001,2
12876.0,58,2,2218.02,1
12878.0,237,2,854.99,2
12879.0,45,3,573.22,0
12881.0,276,1,298.0,2
12882.0,10,2,1463.04,0
12883.0,25,4,703.47,0
12884.0,89,1,309.05,0
12885.0,64,3,1175.22,0
12886.0,68,2,1378.4,0
12888.0,215,2,354.12,2
12890.0,25,1,380.47,0
12891.0,186,3,331.0,2
12893.0,31,1,188.14,0
12895.0,43,2,372.8,0
12897.0,205,2,216.5,2
12902.0,265,1,138.68,2
12904.0,19,2,509.58,0
12906.0,12,5,2919.81,1
12908.0,177,2,750.0,2
12909.0,40,5,2178.67,1
12912.0,3,5,1662.3,1
12913.0,5,5,2483.63,1
12915.0,149,2,363.65,2
12916.0,139,4,3006.15,1
12917.0,129,1,594.0,0
12919.0,9,6,1335.19,1
12920.0,18,1,164.23,0
12922.0,162,1,405.38,2
12923.0,65,1,176.97,0
12924.0,89,4,933.7,0
12925.0,5,2,694.05,0
12928.0,36,5,2062.7000000000003,1
12929.0,312,1,117.85,2
12930.0,79,2,415.8,0
12933.0,25,3,607.53,0
12935.0,3,7,2160.7,1
12936.0,18,4,1063.9,0
12937.0,16,4,1504.27,1
12938.0,26,1,114.14,0
12940.0,55,2,913.54,0
12942.0,132,3,683.9,0
12944.0,36,2,604.51,0
12945.0,289,1,462.95,2
12947.0,144,6,1603.99,1
12948.0,17,7,2064.95,1
12950.0,3,3,1843.0,1
12951.0,9,6,1064.07,1
12952.0,6,4,1387.79,1
12953.0,10,1,329.85,0
12956.0,307,1,108.07,2
12962.0,8,2,266.39,0
12963.0,9,8,1856.63,1
12965.0,90,1,771.91,0
12966.0,10,1,160.18,0
12968.0,113,1,135.95,0
12970.0,8,4,452.24,0
12974.0,198,1,144.8,2
12976.0,212,1,738.6,2
12977.0,157,1,39.24,2
12981.0,30,2,372.22,0
12982.0,243,1,390.54,2
12984.0,19,1,97.5,0
12985.0,1,2,1239.38,0
12987.0,74,2,558.7,0
12988.0,293,1,535.32,2
12990.0,32,3,409.5,0
12991.0,24,2,503.76,0
12993.0,24,4,414.76,0
12994.0,5,3,974.42,0
12995.0,86,1,211.32,0
12997.0,23,4,1226.89,1
12999.0,197,3,455.88,2
13000.0,107,3,534.85,0
13002.0,319,1,120.95,2
13003.0,106,3,149.05,0
13005.0,174,2,513.7,2
13006.0,57,1,81.57,0
13008.0,324,1,229.47,2
13012.0,10,8,1661.84,1
13016.0,74,3,789.89,0
13017.0,8,1,204.0,0
13021.0,5,9,2616.38,1
13023.0,65,2,689.9,0
13026.0,2,5,975.36,1
13028.0,23,2,661.3199999999999,0
13029.0,31,3,1247.5,0
13030.0,12,2,799.48,0
13032.0,53,2,1010.18,0
13034.0,55,2,642.77,0
13035.0,74,2,921.88,0
13037.0,139,3,881.07,0
13038.0,81,3,908.46,0
13040.0,9,2,676.99,0
13043.0,274,1,516.42,2
13044.0,292,1,560.47,2
13045.0,100,1,305.28000000000003,0
13046.0,31,2,629.31,0
13048.0,15,4,1835.91,1
13049.0,65,2,656.6800000000001,0
13052.0,213,1,348.15000000000003,2
13055.0,79,3,1214.41,0
13058.0,25,3,271.40000000000003,0
13059.0,250,1,183.4,2
13060.0,254,1,307.53,2
13061.0,73,1,248.61,0
13062.0,192,1,346.98,2
13064.0,13,4,1119.49,0
13066.0,25,2,470.8,0
13067.0,83,1,115.46,0
13068.0,11,2,344.0,0
13070.0,193,1,228.8,2
13072.0,267,1,177.15,2
13075.0,130,1,919.61,0
13077.0,2,4,729.27,0
13079.0,5,5,220.1,0
13080.0,180,1,58.08,2
13083.0,5,2,303.75,0
13085.0,158,2,416.08,2
13091.0,29,1,345.82,0
13092.0,71,5,477.83,0
13095.0,71,1,74.39999999999999,0
13099.0,100,1,207.36,0
13101.0,235,1,101.19,2
13103.0,40,1,243.94,0
13104.0,4,6,1098.48,1
13106.0,134,1,76.5,2
13107.0,45,4,1531.62,1
13109.0,60,2,786.54,0
13110.0,32,7,1488.67,1
13115.0,12,4,2294.78,1
13116.0,139,1,501.14,2
13117.0,22,8,984.91,1
13118.0,20,5,1197.81,1
13120.0,239,1,30.6,2
13121.0,270,1,283.73,2
13122.0,95,2,922.39,0
13126.0,5,8,2099.64,1
13127.0,78,1,259.17,0
13130.0,95,1,64.0,0
13131.0,24,3,1073.3,0
13132.0,262,1,77.3,2
13133.0,274,2,109.8,2
13134.0,86,4,1793.58,1
13136.0,57,5,2607.61,1
13138.0,23,6,962.39,1
13140.0,109,3,423.72,0
13141.0,85,5,2388.75,1
13142.0,20,1,307.09,0
13145.0,40,4,618.52,0
13146.0,27,1,228.91,0
13147.0,11,4,712.8000000000001,0
13149.0,15,4,1676.06,1
13151.0,296,1,1257.87,2
13153.0,6,1,486.22,0
13155.0,34,4,971.76,0
13157.0,50,4,1741.22,1
13158.0,95,4,1201.06,1
13159.0,9,4,1437.85,1
13160.0,23,1,91.8,0
13161.0,314,1,112.75,2
13162.0,123,4,1688.29,1
13165.0,47,2,1021.48,0
13166.0,284,1,417.2,2
13167.0,19,4,791.33,0
13168.0,37,4,1319.19,1
13169.0,64,2,712.88,0
13170.0,27,1,116.01,0
13171.0,22,3,468.41,0
13173.0,5,2,353.65,0
13174.0,17,3,2817.03,1
13176.0,47,1,492.84,0
13177.0,65,1,282.45,0
13182.0,46,1,121.18,0
13184.0,15,10,1701.29,1
13185.0,268,1,71.4,2
13186.0,40,3,1575.89,1
13188.0,12,1,114.6,0
13189.0,19,2,260.68,0
13192.0,96,2,911.94,0
13193.0,62,1,117.88,0
13194.0,136,1,60.7,2
13196.0,12,4,1797.78,1
13200.0,20,4,870.09,0
13203.0,10,4,869.46,0
13207.0,16,2,250.26,0
13208.0,59,6,1223.9,1
13210.0,94,1,353.48,0
13211.0,11,3,1197.42,0
13212.0,20,3,788.08,0
13213.0,57,5,1520.58,1
13216.0,268,1,333.74,2
13217.0,123,3,533.98,0
13218.0,128,1,62.63999999999999,0
13220.0,79,4,819.2900000000001,0
13221.0,241,2,847.41,2
13223.0,201,2,163.20000000000002,2
13224.0,61,2,2155.95,1
13226.0,274,1,108.21,2
13227.0,202,1,257.7,2
13228.0,82,1,358.0,0
13229.0,226,1,160.95,2
13232.0,13,7,1357.6,1
13233.0,75,2,605.12,0
13235.0,213,1,1031.07,2
13236.0,25,2,744.85,0
13238.0,18,4,700.73,0
13239.0,262,1,329.56,2
13240.0,97,4,663.65,0
13242.0,113,3,270.40000000000003,0
13243.0,204,1,600.07,2
13244.0,93,1,121.74,0
13245.0,51,1,430.5,0
13246.0,19,6,1987.3,1
13247.0,18,4,501.12,0
13248.0,125,2,465.68,0
13249.0,93,3,711.41,0
13253.0,157,2,1030.4,2
13255.0,10,2,399.51,0
13256.0,15,1,0.0,0
13258.0,12,3,698.58,0
13259.0,62,1,292.32,0
13260.0,62,1,557.62,0
13261.0,269,2,944.1,2
13262.0,264,1,200.29,2
13265.0,54,5,2107.66,1
13271.0,38,1,217.38,0
13272.0,32,2,276.56,0
13273.0,114,1,138.98,0
13276.0,64,2,590.9300000000001,0
13277.0,16,4,258.4,0
13278.0,41,1,542.73,0
13279.0,79,1,137.75,0
13280.0,123,3,814.86,0
13282.0,19,3,1132.14,0
13283.0,60,2,93.66,0
13285.0,24,4,2709.12,1
13291.0,156,1,361.11,2
13292.0,39,2,578.9399999999999,0
13294.0,190,2,873.74,2
13296.0,138,1,87.4,2
13297.0,8,4,2089.85,1
13298.0,2,1,360.0,0
13299.0,269,1,142.5,2
13300.0,170,1,371.89,2
13301.0,104,4,618.09,0
13302.0,156,1,63.75,2
13305.0,5,10,2000.86,1
13307.0,121,1,15.0,0
13308.0,23,3,1385.51,0
13309.0,8,5,1456.79,1
13310.0,29,3,1132.03,0
13311.0,5,2,598.57,0
13313.0,23,5,1555.32,1
13314.0,2,3,775.94,0
13317.0,67,6,2273.68,1
13318.0,2,3,640.76,0
13320.0,79,4,1548.7,1
13321.0,73,2,567.36,0
13322.0,18,1,199.48,0
13323.0,4,5,787.85,0
13325.0,82,1,675.3,0
13328.0,317,1,1308.48,2
13329.0,32,2,789.0,0
13330.0,93,3,1140.93,0
13332.0,15,1,350.9,0
13336.0,78,1,795.12,0
13338.0,158,1,487.02,2
13339.0,201,1,860.12,2
13341.0,261,1,775.85,2
13343.0,178,1,353.43,2
13344.0,68,3,2543.72,1
13345.0,288,1,389.5,2
13347.0,71,1,341.36,0
13348.0,65,1,233.76,0
13349.0,11,1,247.32,0
13350.0,17,2,979.12,0
13351.0,67,1,373.94,0
13352.0,61,1,397.98,0
13354.0,72,1,743.53,0
13355.0,123,1,674.7,0
13356.0,81,1,768.24,0
13357.0,258,1,609.95,2
13358.0,269,1,439.03,2
13359.0,64,1,439.56,0
13363.0,18,2,992.5,0
13364.0,72,1,134.95999999999998,0
13365.0,34,2,2225.37,1
13366.0,51,1,56.16,0
13368.0,257,2,623.4,2
13372.0,90,1,378.64,0
13375.0,89,1,778.65,0
13376.0,100,3,1019.76,0
13379.0,27,3,572.56,0
13382.0,281,1,222.99,2
13388.0,132,2,677.1,0
13389.0,12,3,797.96,0
13390.0,75,1,544.08,0
13391.0,204,1,59.8,2
13394.0,2,8,2520.02,1
13395.0,186,1,307.72,2
13396.0,30,2,1360.99,0
13397.0,73,5,1544.13,1
13398.0,193,1,457.34,2
13402.0,128,2,621.23,0
13403.0,18,1,75.0,0
13404.0,2,2,252.49,0
13405.0,75,3,572.451,0
13410.0,25,5,1003.06,1
13411.0,108,1,213.55,0
13414.0,134,3,1390.5,0
13416.0,44,2,712.5,0
13417.0,5,2,640.83,0
13419.0,64,1,221.06,0
13420.0,150,2,159.85,2
13421.0,41,2,1851.08,1
13422.0,65,1,2626.3,1
13425.0,109,3,1624.21,1
13427.0,20,3,582.6,0
13428.0,11,1,218.47,0
13429.0,11,4,1006.8,0
13430.0,19,2,679.45,0
13431.0,68,2,1269.1,0
13434.0,75,2,534.24,0
13436.0,2,1,196.89,0
13439.0,256,1,283.71,2
13441.0,92,1,296.64,0
13447.0,24,3,1129.14,0
13449.0,24,1,291.88,0
13450.0,27,6,2043.72,1
13451.0,27,5,2976.15,1
13452.0,260,2,590.0,2
13453.0,166,2,356.98,2
13455.0,25,2,1058.34,0
13456.0,18,6,1766.72,1
13460.0,30,2,183.44,0
13461.0,39,3,1445.0,0
13462.0,253,1,151.5,2
13464.0,59,1,674.68,0
13466.0,185,1,307.9,2
13467.0,11,2,1083.71,0
13470.0,100,2,165.0,0
13471.0,2,4,2531.58,1
13473.0,61,2,422.64,0
13474.0,237,1,229.59,2
13475.0,192,4,1431.78,2
13476.0,179,2,1238.47,2
13477.0,38,6,1454.58,1
13479.0,201,2,300.95,2
13481.0,46,5,1804.56,1
13482.0,233,1,184.64,2
13483.0,66,1,140.34,0
13484.0,242,1,313.8,2
13485.0,234,1,454.24,2
13486.0,79,3,1122.41,0
13487.0,58,3,575.4,0
13489.0,106,4,449.52,0
13491.0,52,10,1215.82,1
13492.0,137,3,1269.84,0
13493.0,276,2,618.63,2
13494.0,312,1,316.26000000000005,2
13495.0,8,5,2044.87,1
13496.0,11,2,653.33,0
13497.0,283,2,348.05,2
13499.0,18,5,1159.11,1
13500.0,24,3,1166.77,0
13501.0,289,1,1340.32,2
13502.0,17,3,292.0,0
13503.0,72,1,216.85,0
13504.0,65,1,295.93,0
13506.0,317,2,458.52,2
13507.0,4,4,2479.16,1
13508.0,244,1,110.97,2
13509.0,9,7,979.72,1
13510.0,2,4,1791.56,1
13512.0,261,1,251.21,2
13513.0,127,1,205.1,0
13514.0,74,1,152.20000000000002,0
13515.0,73,4,891.12,0
13516.0,22,3,1389.41,0
13517.0,60,3,2128.42,1
13518.0,86,1,659.4399999999999,0
13519.0,79,1,122.75,0
13521.0,2,3,1093.65,0
13522.0,31,1,125.8,0
13524.0,41,5,680.1800000000001,0
13525.0,15,2,628.78,0
13527.0,34,7,2287.51,1
13529.0,79,2,307.76,0
13531.0,206,2,483.8,2
13532.0,34,1,210.31,0
13533.0,183,3,270.79,2
13538.0,44,7,1280.85,1
13539.0,86,3,631.34,0
13544.0,40,2,291.41,0
13546.0,13,3,626.99,0
13548.0,97,2,682.41,0
13549.0,26,7,918.2,1
13551.0,320,1,91.8,2
13557.0,29,2,584.06,0
13558.0,6,4,605.06,0
13560.0,8,1,174.37,0
13561.0,216,1,141.86,2
13562.0,82,3,1799.33,1
13563.0,85,2,777.53,0
13564.0,145,3,1749.02,1
13565.0,20,2,240.22,0
13566.0,41,2,874.71,0
13568.0,174,1,192.85,2
13569.0,18,2,373.75,0
13570.0,244,1,239.49,2
13572.0,206,1,1384.25,2
13573.0,51,2,294.4,0
13575.0,24,5,732.0699999999999,0
13577.0,26,4,1687.6,1
13579.0,15,2,467.04,0
13581.0,310,1,118.0,2
13583.0,156,1,781.03,2
13584.0,307,1,142.4,2
13587.0,64,1,712.4,0
13588.0,16,9,2478.95,1
13589.0,15,2,379.65,0
13590.0,12,6,1981.92,1
13591.0,65,3,1117.13,0
13592.0,36,4,247.96,0
13593.0,109,5,2037.08,1
13594.0,53,1,396.97,0
13596.0,6,2,697.04,0
13598.0,48,1,180.17,0
13600.0,313,1,219.52,2
13601.0,46,2,693.32,0
13602.0,65,1,428.89,0
13603.0,27,1,164.34,0
13606.0,30,3,280.54,0
13607.0,41,1,678.01,0
13610.0,13,7,1131.88,1
13611.0,90,3,1171.8,0
13614.0,25,4,1610.46,1
13615.0,319,1,417.69,2
13617.0,41,3,544.18,0
13618.0,174,1,177.34,2
13621.0,117,1,213.85,0
13623.0,31,5,747.78,0
13626.0,253,1,257.23,2
13627.0,60,5,1638.47,1
13630.0,6,7,2031.78,1
13632.0,25,5,2121.27,1
13634.0,34,5,1575.16,1
13635.0,68,1,1071.03,0
13636.0,37,5,949.12,1
13637.0,53,3,810.5,0
13638.0,16,1,122.64,0
13639.0,75,1,1033.34,0
13642.0,216,1,354.8,2
13643.0,32,3,519.44,0
13644.0,17,4,2624.26,1
13645.0,121,1,252.1,0
13647.0,10,4,1678.12,1
13649.0,257,2,346.6,2
13650.0,17,6,1836.34,1
13651.0,36,2,94.2,0
13652.0,46,3,1095.08,0
13654.0,44,6,2707.33,1
13655.0,115,2,932.97,0
13656.0,165,2,379.65,2
13657.0,11,2,382.14,0
13658.0,10,5,2639.17,1
13659.0,206,2,1573.2,2
13662.0,86,3,897.76,0
13663.0,180,1,189.47,2
13666.0,61,3,84.65,0
13667.0,150,1,305.02,2
13669.0,51,2,218.55,0
13670.0,76,1,349.7,0
13672.0,302,2,186.39,2
13673.0,19,2,396.92,0
13675.0,152,2,486.8200000000001,2
13678.0,152,1,232.6,2
13681.0,18,4,827.83,0
13682.0,188,1,59.5,2
13684.0,286,1,67.23,2
13686.0,183,1,72.0,2
13689.0,64,1,910.0,0
13690.0,60,1,172.25,0
13692.0,25,3,1488.32,1
13697.0,39,1,151.29999999999998,0
13699.0,156,1,308.58000000000004,2
13700.0,27,10,2265.12,1
13703.0,319,1,99.5,2
13704.0,6,9,2308.06,1
13705.0,8,3,711.86,0
13706.0,303,1,330.79,2
13707.0,268,2,806.41,2
13708.0,272,1,296.88,2
13710.0,32,1,180.48,0
13711.0,219,2,252.06,2
13712.0,247,1,228.84,2
13715.0,282,5,1079.34,2
13716.0,270,1,138.28,2
13717.0,33,6,1445.01,1
13718.0,247,2,306.55,2
13719.0,16,5,1041.68,1
13720.0,117,4,799.9,0
13721.0,37,1,524.14,0
13722.0,132,3,2375.41,1
13723.0,218,1,199.85,2
13725.0,50,8,1980.56,1
13726.0,39,2,1079.66,0
13727.0,29,2,333.48,0
13728.0,37,6,1016.14,1
13730.0,136,2,752.6,0
13731.0,220,2,610.59,2
13732.0,29,1,491.86,0
13735.0,25,4,2885.24,1
13736.0,6,2,731.9,0
13737.0,201,1,339.6,2
13739.0,19,1,216.9,0
13740.0,241,1,350.75,2
13741.0,72,3,668.4300000000001,0
13743.0,3,7,1341.6,1
13744.0,96,2,1156.36,0
13745.0,163,1,300.04,2
13748.0,96,5,948.25,1
13750.0,54,5,1647.26,1
13751.0,289,1,296.25,2
13752.0,125,6,1186.28,1
13753.0,288,1,741.26,2
13754.0,152,2,282.6,2
13755.0,4,9,2161.35,1
13759.0,34,2,659.4100000000001,0
13760.0,55,2,286.79,0
13761.0,51,2,1070.65,0
13762.0,219,1,306.72,2
13763.0,64,1,1714.96,0
13764.0,71,3,1521.76,1
13769.0,3,10,2796.51,1
13771.0,65,4,2634.45,1
13772.0,34,3,1132.13,0
13774.0,82,1,345.0,0
13778.0,104,1,178.7,0
13780.0,8,2,360.01,0
13781.0,251,1,127.84,2
13782.0,13,6,912.0,1
13784.0,10,11,2462.79,1
13787.0,76,2,309.04,0
13790.0,5,1,348.8,0
13791.0,128,2,1516.0,0
13792.0,67,2,195.55,0
13799.0,117,2,688.86,0
13800.0,310,1,558.32,2
13801.0,67,1,324.8,0
13803.0,256,1,277.07,2
13804.0,31,7,2635.79,1
13805.0,53,2,924.6,0
13806.0,64,1,256.38,0
13808.0,6,5,1747.66,1
13809.0,306,1,155.05,2
13810.0,29,3,1499.01,1
13811.0,184,3,814.5,2
13812.0,43,3,539.0,0
13813.0,40,4,1366.86,1
13814.0,93,2,1579.12,0
13816.0,24,2,571.6700000000001,0
13817.0,30,2,382.98,0
13819.0,302,3,1140.35,2
13821.0,145,2,385.64,2
13822.0,6,2,632.0,0
13823.0,19,2,957.66,0
13824.0,33,5,1698.94,1
13826.0,177,1,189.5,2
13827.0,58,3,412.05,0
13828.0,23,1,209.49,0
13831.0,17,6,2202.99,1
13832.0,20,1,52.2,0
13833.0,160,1,384.8,2
13835.0,26,4,834.57,0
13837.0,212,2,271.24,2
13838.0,6,4,691.73,0
13841.0,253,1,85.0,2
13844.0,12,1,361.62,0
13845.0,65,1,312.98,0
13846.0,25,3,865.0600000000001,0
13848.0,93,3,1255.0,0
13849.0,52,2,1537.95,0
13850.0,130,1,1595.48,0
13851.0,96,3,2651.46,1
13853.0,58,1,1090.14,0
13856.0,169,3,388.5,2
13858.0,58,1,216.17,0
13859.0,327,1,201.16,2
13860.0,2,5,1245.9,1
13862.0,19,8,2209.36,1
13863.0,248,1,305.78,2
